hhid,personid,pernum,resptype,age,relationship,gender,employment,jobs_count,worker,student,school,education,smartphone,license,vehicle,tollfreq,work_cnty,work_city,work_zip,work_st,school_freq,school_cnty,school_city,school_zip,school_st,trips_yesno,numtrips,loc_start,loc_end,no_travel,noneed_dayoff,noneed_telecommute,noneed_workhomenoapay,noneed_kidsvacation,noneed_other,unable_notransport,unable_sick,unable_visitor,unable_other,added_trip_flag,added_loop,added_quick,added_stop,added_dropoff,added_parking,added_other,typical,purchase,transit_freq,bike_freq,walk_freq,transitpay_orca,transitpay_cash,transitpay_tickets,transitpay_upass,transitpay_permit,transitpay_flex,transitpay_access,transitpay_school,transitpay_govt,transitpay_other,transitpay_dontknow,transitpay_free,transit_subsidy,hours_work,commute_freq,telecommute_freq,commute_dur,selfemp_dur,drive_living,night_shift,choose_work,choose_weather,telecommute,telecommute_hours,commute_mode,benefits_flextime,benefits_compressed,benefits_parking,benefits_transit,benefits_commute,wpktyp,wpk_dur,wpk_dis,prev_work_wa,prev_work_loc_cnty,prev_work_loc_city,prev_work_loc_zip,prev_work_loc_st,prev_work_loc_x,smartphone_type,smartphone_type6_r,smartphone_dr,smartphone_dr14_r,smartphone_ip,smartphone_ip9_r,carpool_gascost,carpool_parkingcost,carpool_tolls,carpool_hov,transit_avail,carpool_other,carpool_none,carpool_na,carshare_car2go,carshare_relayrides,carshare_zipcar,carshare_none,carshare_dontknow,carshare_other,prontoshare,share_freq_car2go,share_freq_relayrides,share_freq_zipcar,share_freq_othercar,share_freq_lyft,share_freq_sidecar,share_freq_uberx,share_freq_pronto,av_interest_nodriver,av_interest_backupdriver,av_interest_commutesov,av_interest_commutehov,av_interest_own,av_interest_carshare,av_interest_short,av_concern_safeequip,av_concern_legal,av_concern_safeveh,av_concern_react,av_concern_perform,wbt_more_transitsafety,wbt_more_transitfreq,wbt_more_reliability,bike3mile,telecommute_if,diary_duration_minutes,user_ismobiledevice,person_should_take_diary,proxy,expwt_h1415
14102593,1410259302,2,2,9,1,1,5,,0,1,,7,1,1,2,4,,,,,,,,,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,22,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,5,4,,,5,4,5,1,1,1,1,1,6,3,3,4,,118,FALSE,1,1,32.866725
14102593,1410259303,3,2,5,2,1,7,,0,2,5,3,1,1,2,4,,,,,3,3,TACOMA,98466,WA,1,8,1,1,,,,,,,,,,,1,0,0,0,0,0,1,1,2,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,10,,,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,122,FALSE,1,3,32.866725
14102603,1410260301,1,1,9,0,1,6,,0,1,,2,1,1,1,6,,,,,,,,,,1,5,1,1,,,,,,,,,,,0,,,,,,,1,1,7,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,huawei,,,,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,6,6,,,6,6,6,1,1,1,1,1,6,6,6,1,,29,FALSE,1,1,38.41830174
14102604,1410260401,1,1,10,0,2,6,,0,1,,2,2,1,1,5,,,,,,,,,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,on star in car,,,,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,3,2,,,4,4,2,1,1,2,1,1,6,4,4,3,,36,FALSE,1,1,164.2627774
14102607,1410260701,1,1,9,0,2,1,1,1,1,,5,1,1,2,6,1,SEATTLE,98109,WA,,,,,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,4,2,3,9,5,,1,2,3,2,1,,8,4,3,1,3,4,5,5,0.3,,,,,,,3,,,,,,1,1,1,0,1,1,0,0,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,5,5,5,5,3,1,1,1,1,1,2,2,2,3,5,58,FALSE,1,1,415.8346221
14102611,1410261101,1,1,11,0,1,6,,0,1,,3,3,1,1,6,,,,,,,,,,1,6,1,1,,,,,,,,,,,0,,,,,,,1,1,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,5,5,,,5,5,5,6,6,6,6,6,5,5,5,1,,44,FALSE,1,1,92.91880684
14102611,1410261102,2,2,12,1,2,6,,0,1,,6,3,1,1,6,,,,,,,,,,2,0,1,1,1,,0,0,0,1,,,,,0,,,,,,,2,2,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,,,5,5,5,6,6,6,6,6,5,5,5,1,,6,FALSE,1,2,92.91880684
14102612,1410261201,1,1,7,0,1,1,1,1,1,,6,1,1,3,1,1,BOTHELL,98011,WA,,,,,,1,8,3,3,,,,,,,,,,,0,,,,,,,2,2,5,6,2,1,1,0,0,0,0,0,0,0,0,0,0,5,3,2,9,4,,2,1,3,1,1,,1,3,2,3,1,4,1,,,1,1,SHORELINE,98133,WA,,1,,3,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,7,7,7,2,6,7,7,,6,6,6,6,6,6,6,6,2,6,6,6,2,2,2,3,2,35,FALSE,1,1,294.5892237
14102612,1410261202,2,2,7,1,2,2,1,1,1,,6,1,1,1,2,1,BELLEVUE,98004,WA,,,,,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,6,6,3,,,,,,,,,,,,,,4,4,9,5,,1,2,2,1,1,,1,1,1,4,4,4,3,,,,,,,,,1,,2,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,12,FALSE,1,3,294.5892237
14102624,1410262401,1,1,11,0,2,6,,0,1,,6,3,1,1,5,,,,,,,,,,2,0,1,1,1,,0,0,0,1,,,,,0,,,,,,,1,2,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,,,5,5,5,6,6,6,6,6,5,5,5,1,,13,FALSE,1,1,47.19035119
14102624,1410262402,2,2,11,1,1,6,,0,1,,3,3,2,,6,,,,,,,,,,2,0,1,1,1,,0,0,0,1,,,,,0,,,,,,,1,2,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,7,7,7,7,7,7,,5,5,,,5,5,5,6,6,6,6,6,6,6,6,1,,3,FALSE,1,1,47.19035119
14102626,1410262601,1,1,8,0,1,2,2,1,3,5,6,1,1,1,6,1,SEATTLE,98109,WA,3,1,SEATTLE,98103,WA,1,9,1,1,,,,,,,,,,,1,1,0,0,0,0,0,1,2,5,6,1,0,1,0,0,0,0,0,0,0,0,0,0,,6,4,9,3,,1,1,2,2,1,,1,1,1,3,1,1,1,,,1,1,KENT,98032,WA,,2,,,,17,,0,0,0,0,1,1,0,0,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,4,2,1,1,1,1,2,1,1,1,1,1,6,2,6,3,1,25,FALSE,1,1,369.2156973
14102635,1410263501,1,1,6,0,1,1,1,1,1,,6,1,1,1,6,1,SEATTLE,98178,WA,,,,,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,7,7,3,,,,,,,,,,,,,,2,2,9,3,,1,1,1,1,1,,2,1,1,3,1,1,1,,,1,1,RENTON,98057,WA,,1,,2,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,5,5,5,5,5,5,4,1,2,2,1,1,4,4,4,2,2,16,FALSE,1,1,1309.302692
14102635,1410263502,2,2,6,1,2,1,1,1,1,,6,3,1,1,6,1,SEATTLE,98178,WA,,,,,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,7,7,3,,,,,,,,,,,,,,2,2,9,3,,1,1,1,1,1,,2,2,1,3,1,1,1,,,1,1,RENTON,98057,WA,,,,,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,6,FALSE,1,3,1309.302692
14102641,1410264101,1,1,8,0,2,3,1,1,1,,6,1,1,2,4,.,,,,,,,,,2,0,1,1,1,0,1,1,0,0,,,,,0,,,,,,,1,1,4,7,5,1,1,1,0,0,0,0,0,0,0,0,0,,5,9,,,6,1,1,,,2,3,,,,,,,,,,,,,,,,2,,,,18,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,1,1,,,1,3,1,3,3,3,3,3,6,6,6,5,,8,FALSE,1,1,207.4842405
14102641,1410264102,2,2,9,1,1,2,2,1,1,,7,1,1,1,5,5,PORT TOWNSEND,98368,WA,,,,,,2,0,1,1,1,1,0,0,0,0,,,,,0,,,,,,,2,2,4,7,2,1,1,1,0,0,0,0,0,0,0,0,0,5,5,5,7,4,,1,1,1,1,2,2,1,1,1,3,4,4,1,,,1,2,POULSBO,98370,WA,,2,,,,18,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,7,7,7,7,6,7,6,,4,4,2,5,2,5,3,2,3,3,2,2,5,5,5,4,,14,FALSE,1,1,207.4842405
14102644,1410264401,1,1,10,0,1,6,,0,1,,6,1,1,1,2,,,,,,,,,,1,7,1,1,,,,,,,,,,,0,,,,,,,2,2,4,7,2,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,2,2,,,2,2,1,2,1,2,2,2,2,2,2,2,,27,FALSE,1,1,84.7035513
14102644,1410264402,2,2,10,1,2,6,,0,1,,6,1,1,2,2,,,,,,,,,,1,7,1,1,,,,,,,,,,,0,,,,,,,2,2,4,7,3,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,18,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,2,2,,,2,2,1,2,1,2,1,2,3,2,3,3,,8,FALSE,1,1,84.7035513
14102645,1410264501,1,1,6,0,1,1,2,1,1,,7,1,1,1,5,3,LAKEWOOD,98499,WA,,,,,,1,10,1,1,,,,,,,,,,,0,,,,,,,1,2,5,6,5,0,1,0,0,0,0,0,0,0,0,0,0,,4,2,9,1,,1,1,1,1,1,,2,1,1,3,4,4,3,,,3,,,,,,7,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,3,1,10,FALSE,1,1,178.7478
14102645,1410264502,2,2,6,1,2,1,1,1,2,5,3,1,1,1,5,3,TACOMA,98433,WA,8,,,,,1,9,1,1,,,,,,,,,,,0,,,,,,,2,2,7,7,4,,,,,,,,,,,,,,2,2,9,1,,1,2,3,1,1,,7,1,1,4,4,4,7,,,3,,,,,,7,,,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,83,FALSE,1,3,178.7478
14102646,1410264601,1,1,8,0,1,2,2,1,1,,7,1,1,1,5,.,,,,,,,,,1,4,1,1,,,,,,,,,,,0,,,,,,,2,2,6,6,4,,,,,,,,,,,,,,6,9,,,,1,1,,,1,,,1,1,1,1,1,,,,,,,,,,2,,,,19,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,,,5,5,5,6,6,6,6,6,6,6,6,3,,13,FALSE,1,1,889.4002607
14102646,1410264602,2,2,9,1,2,3,2,1,1,,6,1,1,2,3,2,INDIANOLA,98342,WA,,,,,,1,8,1,1,,,,,,,,,,,0,,,,,,,2,2,4,7,7,0,1,0,0,0,0,0,0,0,0,0,0,,3,4,9,1,4,2,1,3,1,2,2,1,,,,,,1,,,3,,,,,,1,,2,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,1,1,24,FALSE,1,2,889.4002607
14102646,1410264603,3,3,4,2,1,,0,0,,3,,1,1,1,5,,,,,2,2,KINGSTON,98346,WA,1,2,1,1,,,,,,,,,,,0,,,,,,,2,,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,10,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,22,FALSE,1,2,889.4002607
14102646,1410264604,4,3,4,2,1,,0,0,,3,,1,1,1,5,,,,,2,2,KINGSTON,98346,WA,1,4,1,1,,,,,,,,,,,0,,,,,,,2,,5,6,5,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,10,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,11,FALSE,1,2,889.4002607
14102651,1410265101,1,1,11,0,1,2,1,1,1,,6,3,1,1,6,1,RENTON,98057,WA,,,,,,1,4,1,1,,,,,,,,,,,1,1,0,0,0,0,0,1,2,5,6,4,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,9,1,,1,2,3,1,1,,1,3,3,3,2,1,1,,,1,1,BELLEVUE,98005,WA,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,5,6,5,5,5,6,6,6,6,6,4,5,5,1,1,1453,FALSE,1,1,173.2137473
14102656,1410265601,1,1,6,0,1,2,2,1,1,,6,1,1,1,6,1,SEATTLE,98121,WA,,,,,,1,4,1,1,,,,,,,,,,,0,,,,,,,2,2,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,5,4,4,8,4,,1,1,3,2,2,1,1,3,2,3,1,1,1,,,1,1,SEATTLE,98109,WA,,2,,,,17,,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,2,2,3,2,2,1,2,2,3,2,2,3,2,1,1,4,2,24,TRUE,1,1,649.1383026
14102656,1410265602,2,2,6,1,2,1,1,1,1,,7,1,1,2,6,4,LYNNWOOD,98037,WA,,,,,,1,4,1,1,,,,,,,,,,,0,,,,,,,2,1,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,5,2,2,7,5,,1,1,1,2,1,,1,1,1,3,1,1,1,,,,,,,,,2,,,,17,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,1,1,1,2,1,1,1,3,3,3,3,3,5,2,2,4,,13,TRUE,1,2,649.1383026
14102656,1410265603,3,3,1,2,2,,,0,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,649.1383026
14102657,1410265701,1,1,6,0,2,6,,0,1,,6,1,1,97,7,,,,,,,,,,1,3,1,1,,,,,,,,,,,0,,,,,,,1,2,4,4,2,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,10,,,,,,,,,,,,1,0,1,0,0,0,4,4,7,6,7,7,7,5,,2,3,,,5,5,5,1,1,1,4,3,3,6,3,2,,16,FALSE,1,1,291.953212
14102660,1410266001,1,1,8,0,1,1,1,1,1,,6,1,1,1,5,1,SEATTLE,98121,WA,,,,,,1,6,1,1,,,,,,,,,,,1,0,1,0,0,1,0,2,2,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,8,5,,1,1,3,1,1,,8,3,3,1,3,2,8,,,,,,,,,2,,,,18,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,7,7,7,7,7,7,6,7,5,5,5,5,5,5,5,1,2,2,1,1,,,,2,4,32,FALSE,1,1,22.53659278
14102663,1410266301,1,1,6,0,1,1,1,1,1,,6,1,1,,2,1,REDMOND,98052,WA,,,,,,2,0,1,1,1,0,1,0,0,0,,,,,0,,,,,,,1,1,3,7,3,1,0,0,0,0,0,0,0,0,0,0,1,3,3,6,3,1,,1,1,2,1,2,8,8,3,1,2,3,2,8,,,1,1,REDMOND,98052,WA,,1,,26,HTC Touch 4G Slide,,HTC Touch 4G Slide,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,7,7,7,7,5,7,6,,1,1,1,3,1,1,5,2,2,2,2,3,2,2,2,1,,12,FALSE,1,1,13.53469491
14102663,1410266302,2,2,6,1,2,2,1,1,1,,4,1,1,,2,1,REDMOND,98052,WA,,,,,,1,4,1,1,,,,,,,,,,,0,,,,,,,2,2,1,7,3,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,9,2,,1,1,1,1,1,,8,1,1,2,3,2,8,,,3,,,,,,1,,12,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,3,3,3,3,5,3,3,2,2,2,2,2,,,,1,5,18,FALSE,1,2,13.53469491
14102664,1410266401,1,1,5,0,1,4,,0,3,5,7,1,1,1,5,,,,,5,1,SEATTLE,98105,WA,1,5,1,1,,,,,,,,,,,0,,,,,,,1,2,2,7,2,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,19,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,4,2,,,3,2,2,1,2,1,1,1,,,,1,,18,FALSE,1,1,37.698955
14102664,1410266402,2,2,6,1,2,1,1,1,1,,6,1,1,1,5,1,RENTON,98057,WA,,,,,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,6,7,3,,,,,,,,,,,,,,3,4,5,2,,1,1,3,1,1,,1,1,1,3,1,1,1,,,1,1,ALGONA,98001,WA,,1,,16,,,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,11,FALSE,1,3,37.698955
14102665,1410266501,1,1,9,0,2,1,1,1,1,,6,1,1,1,5,1,SEATTLE,98109,WA,,,,,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,7,7,2,,,,,,,,,,,,,,3,2,9,6,,1,1,1,1,1,,3,1,1,1,1,1,5,2,0.1,,,,,,,1,,27,,,,1,1,1,0,1,1,0,0,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,3,4,3,5,3,5,2,1,1,1,1,1,5,5,5,1,4,158,FALSE,1,1,6.953334257
14102665,1410266502,2,2,10,1,1,6,,0,1,,2,1,1,1,5,,,,,,,,,,2,0,1,1,1,,0,0,0,1,,,,,0,,,,,,,1,2,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,27,,,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,6,1,,,1,5,1,1,1,2,1,2,5,5,5,1,,6,FALSE,1,2,6.953334257
14102667,1410266701,1,1,6,0,1,1,1,1,1,,7,1,1,1,4,1,SEATTLE,98101,WA,,,,,,1,8,1,1,,,,,,,,,,,0,,,,,,,2,2,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,3,6,4,,1,1,1,1,2,1,8,3,1,1,3,2,8,,,2,8,KYRGYZSTAN,,,1,2,,,,17,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,7,7,7,7,7,7,5,,6,6,4,5,1,4,2,3,3,3,3,2,,,,4,,16,FALSE,1,1,25.55211088
14102667,1410266702,2,2,7,1,2,1,1,1,1,,6,1,1,1,4,1,SEATTLE,98121,WA,,,,,,1,7,1,1,,,,,,,,,,,0,,,,,,,1,2,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,7,2,,1,1,2,2,1,,8,1,1,2,3,2,3,,,1,1,BELLEVUE,98004,WA,,4,,,,,,0,0,0,1,1,0,0,0,1,0,1,0,0,0,3,4,7,7,7,7,7,7,7,2,4,3,3,2,2,2,2,1,2,2,1,2,2,2,3,,19,FALSE,1,1,25.55211088
14102667,1410266703,3,3,1,2,1,,,0,,1,,,,,,,,,,,1,SEATTLE,98125,WA,,3,1,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,25.55211088
14102668,1410266801,1,1,10,0,1,6,,0,1,,6,3,2,,6,,,,,,,,,,1,6,1,1,,,,,,,,,,,1,0,0,0,0,0,1,1,2,1,7,3,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,7,7,7,7,7,7,,6,6,,,5,5,5,1,1,1,1,1,,,,1,,55,FALSE,1,1,14.79471082
14102669,1410266901,1,1,6,0,2,2,2,1,3,5,7,1,1,1,6,1,SEATTLE,98195,WA,2,1,SEATTLE,98195,WA,1,7,1,1,,,,,,,,,,,0,,,,,,,1,2,7,2,5,,,,,,,,,,,,,,3,2,8,3,,1,1,1,1,1,,6,4,1,1,2,2,8,,,1,1,SEATTLE,98195,WA,,1,,10,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,1,1,1,1,2,3,1,4,1,1,4,2,5,5,5,5,4,14,FALSE,1,1,51.31343667
14102669,1410266902,2,2,6,1,1,5,,0,1,,3,1,1,1,6,,,,,,,,,,1,5,1,1,,,,,,,,,,,0,,,,,,,1,2,7,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,10,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,6,6,,,6,6,6,6,6,6,6,6,5,5,5,2,,5,FALSE,1,2,51.31343667
14102669,1410266903,3,3,1,2,1,,,0,,8,,,,,,,,,,,,,,,,5,1,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,51.31343667
14102670,1410267001,1,1,6,0,1,2,1,1,3,5,6,1,1,1,4,1,SEATTLE,98195,WA,2,1,SEATTLE,98122,WA,1,7,1,1,,,,,,,,,,,0,,,,,,,1,2,6,6,3,,,,,,,,,,,,,,6,6,9,1,,1,1,2,2,1,,1,4,4,1,2,2,2,,,1,1,BELLEVUE,98004,WA,,2,,,,20,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,7,7,7,7,7,7,6,,2,2,4,2,3,4,2,1,1,2,1,1,2,2,2,2,5,407,FALSE,1,1,281.2091633
14102673,1410267301,1,1,7,0,1,1,1,1,1,,6,1,1,1,4,1,BELLEVUE,98004,WA,,,,,,1,8,1,1,,,,,,,,,,,0,,,,,,,2,2,6,6,4,,,,,,,,,,,,,,3,2,7,1,,1,1,1,1,1,,1,1,1,3,2,2,2,,,1,1,REDMOND,98052,WA,,4,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,4,1,1,2,1,1,1,2,1,3,1,2,3,3,3,3,,12,FALSE,1,1,108.4383504
14102673,1410267302,2,2,9,3,1,6,,0,1,,2,1,1,2,4,,,,,,,,,,1,4,1,1,,,,,,,,,,,0,,,,,,,2,2,5,7,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,15,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,3,3,,,3,3,3,3,3,3,3,3,4,4,4,2,,5,FALSE,1,2,108.4383504
14102673,1410267303,3,2,7,1,2,1,1,1,1,,6,1,1,3,5,1,SEATTLE,98134,WA,,,,,,2,0,3,3,2,,,,,,0,0,0,1,0,,,,,,,2,2,6,4,3,,,,,,,,,,,,,,2,2,7,5,,1,1,1,2,1,,1,1,1,3,2,3,1,,,,,,,,,2,,,,20,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,6,FALSE,1,3,108.4383504
14102673,1410267304,4,3,2,2,1,,,0,,2,,,,,,,,,,2,1,BELLEVUE,98005,WA,1,3,1,1,,,,,,,,,,,0,,,,,,,2,,6,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,FALSE,1,2,108.4383504
14102676,1410267601,1,1,6,0,2,1,1,1,1,,7,3,1,99,5,1,SEATTLE,98109,WA,,,,,,1,5,1,1,,,,,,,,,,,0,,,,,,,1,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,9,1,,1,1,1,2,1,,8,1,1,1,3,1,8,,,1,1,SEATTLE,98195,WA,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,4,5,5,5,5,5,5,1,1,1,1,1,,,,5,3,15,FALSE,1,2,200.0291966
14102676,1410267602,2,2,6,1,1,1,2,1,1,,7,3,1,2,6,1,SEATTLE,98103,WA,,,,,,1,9,1,1,,,,,,,,,,,0,,,,,,,1,2,7,6,4,,,,,,,,,,,,,,2,2,9,5,,2,2,1,1,1,,1,1,1,3,1,1,1,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,5,5,5,5,5,1,1,1,1,1,5,5,5,4,1,215,FALSE,1,1,200.0291966
14102679,1410267901,1,1,6,0,2,3,1,1,1,,6,1,1,,6,.,,,,,,,,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,4,7,3,1,0,0,0,0,0,0,0,0,0,0,0,,3,9,,,5,1,1,,,2,6,,,,,,,,,,,,,,,,1,,14,,,,,,,,,,,,0,0,1,0,0,0,4,7,7,5,7,7,7,7,,4,2,,,6,5,2,2,4,3,1,1,6,2,2,2,,10,FALSE,1,1,40.93497334
14102679,1410267902,2,2,6,1,1,2,1,1,1,,6,1,1,,6,1,SEATTLE,98144,WA,,,,,,1,3,1,1,,,,,,,,,,,0,,,,,,,2,2,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,5,3,2,9,2,,1,1,1,2,1,,6,1,1,1,1,1,8,,,1,1,SEATTLE,98109,WA,,1,,15,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,7,7,5,7,7,7,7,,5,5,5,5,5,5,5,5,3,3,4,2,6,3,3,2,3,30,FALSE,1,2,40.93497334
14102679,1410267903,3,3,1,2,1,,,0,,8,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,40.93497334
14102683,1410268301,1,1,8,0,1,6,,0,1,,7,1,1,1,2,,,,,,,,,,1,10,1,1,,,,,,,,,,,0,,,,,,,1,2,5,6,5,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,2,3,,,5,6,2,2,2,2,1,1,6,6,6,2,,25,FALSE,1,1,70.31968144
